"FIPS","State","County, State","2016 Food Insecurity Rate","# of Food Insecure Persons in 2016","Low Threshold in state","Low Threshold Type","High Threshold in state","High Threshold Type","% FI ≤ Low Threshold","% FI Btwn Thresholds","% FI > High Threshold","2016 Child food insecurity rate","# of Food Insecure Children in 2016","% food insecure children in HH w/ HH incomes below 185 FPL in 2016","% food insecure children in HH w/ HH incomes above 185 FPL in 2016","2016 Cost Per Meal","2016 Weighted Annual Food Budget Shortfall"
"40131","OK","Rogers County, Oklahoma","12.7%","  11,410 ","130%","SNAP","185%","Other Nutrition Program","39.1%","16.1%","44.7%","19.8%","  4,390 ","59%","41%","$3.37","$6,567,000.00"
"40133","OK","Seminole County, Oklahoma","18.8%","  4,780 ","130%","SNAP","185%","Other Nutrition Program","60.2%","16.7%","23.2%","27.1%","  1,750 ","75%","25%","$2.80","$2,290,000.00"
"40135","OK","Sequoyah County, Oklahoma","18.7%","  7,710 ","130%","SNAP","185%","Other Nutrition Program","65.3%","11.2%","23.5%","28.1%","  2,770 ","72%","28%","$2.94","$3,877,000.00"
"40137","OK","Stephens County, Oklahoma","17.2%","  7,700 ","130%","SNAP","185%","Other Nutrition Program","50.3%","16.3%","33.5%","25.5%","  2,720 ","65%","35%","$3.11","$4,095,000.00"
"40139","OK","Texas County, Oklahoma","7.5%","  1,620 ","130%","SNAP","185%","Other Nutrition Program","76.8%","16.9%","6.2%","17.5%","  1,040 ","63%","37%","$3.09","$855,000.00"
"40141","OK","Tillman County, Oklahoma","13.7%","  1,050 ","130%","SNAP","185%","Other Nutrition Program","65.9%","12.1%","22.1%","21.9%","  410 ","65%","35%","$2.89","$519,000.00"
"40143","OK","Tulsa County, Oklahoma","16.1%","  101,130 ","130%","SNAP","185%","Other Nutrition Program","50.5%","14.5%","35.1%","21.9%","  35,190 ","61%","39%","$3.09","$53,342,000.00"
"40145","OK","Wagoner County, Oklahoma","13.0%","  9,940 ","130%","SNAP","185%","Other Nutrition Program","44.3%","18.1%","37.6%","20.1%","  3,890 ","63%","37%","$3.22","$5,476,000.00"
"40147","OK","Washington County, Oklahoma","14.8%","  7,660 ","130%","SNAP","185%","Other Nutrition Program","50.7%","14.9%","34.4%","22.2%","  2,690 ","67%","33%","$2.80","$3,671,000.00"
"40149","OK","Washita County, Oklahoma","15.2%","  1,770 ","130%","SNAP","185%","Other Nutrition Program","49.1%","13.4%","37.5%","24.5%","  740 ","57%","43%","$3.11","$941,000.00"
"40151","OK","Woods County, Oklahoma","13.6%","  1,240 ","130%","SNAP","185%","Other Nutrition Program","41.7%","14.7%","43.6%","18.6%","  350 ","48%","52%","$2.92","$619,000.00"
"40153","OK","Woodward County, Oklahoma","13.4%","  2,830 ","130%","SNAP","185%","Other Nutrition Program","42.9%","14.4%","42.7%","21.7%","  1,150 ","57%","43%","$3.11","$1,506,000.00"
"41001","OR","Baker County, Oregon","14.7%","  2,360 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","80.5%","","19.5%","23.4%","  730 ","85%","15%","$3.09","$1,244,000.00"
"41003","OR","Benton County, Oregon","15.4%","  13,500 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","69.6%","","30.4%","18.3%","  2,700 ","60%","41%","$3.16","$7,283,000.00"
"41005","OR","Clackamas County, Oregon","10.9%","  43,130 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","58.1%","","41.9%","17.5%","  15,380 ","50%","50%","$3.20","$23,598,000.00"
"41007","OR","Clatsop County, Oregon","13.4%","  5,060 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","80.4%","","19.6%","20.8%","  1,540 ","73%","28%","$3.00","$2,592,000.00"
"41009","OR","Columbia County, Oregon","13.4%","  6,680 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","72.1%","","27.9%","21.5%","  2,360 ","67%","33%","$3.28","$3,742,000.00"
"41011","OR","Coos County, Oregon","15.6%","  9,790 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","84.0%","","16.0%","24.1%","  2,810 ","77%","23%","$3.18","$5,322,000.00"
"41013","OR","Crook County, Oregon","15.0%","  3,190 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","89.4%","","10.6%","24.5%","  1,020 ","88%","12%","$6.20","$3,381,000.00"
"41015","OR","Curry County, Oregon","14.7%","  3,290 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","82.4%","","17.6%","21.6%","  740 ","71%","29%","$3.20","$1,799,000.00"
"41017","OR","Deschutes County, Oregon","13.0%","  22,180 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","70.3%","","29.7%","20.6%","  7,560 ","64%","36%","$3.30","$12,514,000.00"
"41019","OR","Douglas County, Oregon","15.4%","  16,490 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","79.0%","","21.0%","25.3%","  5,310 ","72%","28%","$2.94","$8,297,000.00"
"41021","OR","Gilliam County, Oregon","12.7%","  240 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","91.5%","","8.5%","18.3%","  80 ","79%","22%","$3.13","$128,000.00"
"41023","OR","Grant County, Oregon","15.0%","  1,080 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","78.8%","","21.2%","24.5%","  330 ","82%","18%","$2.98","$550,000.00"
"41025","OR","Harney County, Oregon","14.6%","  1,060 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","88.4%","","11.6%","24.7%","  370 ","83%","17%","$3.06","$554,000.00"
"41027","OR","Hood River County, Oregon","8.5%","  1,930 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","91.1%","","8.9%","18.3%","  1,030 ","68%","32%","$3.68","$1,214,000.00"
"41029","OR","Jackson County, Oregon","14.2%","  29,900 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","81.7%","","18.3%","22.8%","  10,100 ","76%","25%","$3.03","$15,464,000.00"
"41031","OR","Jefferson County, Oregon","13.3%","  2,970 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","87.3%","","12.7%","24.2%","  1,310 ","84%","16%","$3.56","$1,807,000.00"
"41033","OR","Josephine County, Oregon","15.6%","  13,120 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","89.8%","","10.2%","25.0%","  4,130 ","84%","17%","$3.05","$6,844,000.00"
"41035","OR","Klamath County, Oregon","14.9%","  9,800 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","84.8%","","15.2%","23.7%","  3,380 ","78%","22%","$3.10","$5,199,000.00"
"41037","OR","Lake County, Oregon","15.4%","  1,200 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","92.8%","","7.2%","22.5%","  320 ","87%","13%","$3.08","$631,000.00"
"41039","OR","Lane County, Oregon","15.4%","  55,370 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","79.0%","","21.0%","21.9%","  15,020 ","71%","29%","$3.08","$29,095,000.00"
"41041","OR","Lincoln County, Oregon","14.9%","  6,940 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","80.7%","","19.3%","24.5%","  1,970 ","75%","26%","$3.42","$4,054,000.00"
"41043","OR","Linn County, Oregon","14.4%","  17,250 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","82.2%","","17.8%","23.3%","  6,480 ","76%","24%","$2.97","$8,749,000.00"
"41045","OR","Malheur County, Oregon","12.8%","  3,890 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","86.2%","","13.8%","23.7%","  1,810 ","71%","29%","$2.85","$1,894,000.00"
"41047","OR","Marion County, Oregon","11.5%","  37,510 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","89.7%","","10.3%","21.2%","  17,650 ","74%","26%","$2.90","$18,575,000.00"
"41049","OR","Morrow County, Oregon","8.0%","  900 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","100.0%","","0.0%","19.7%","  630 ","70%","31%","$2.95","$454,000.00"
"41051","OR","Multnomah County, Oregon","14.6%","  113,950 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","70.9%","","29.1%","20.3%","  31,140 ","62%","38%","$3.28","$63,910,000.00"
"41053","OR","Polk County, Oregon","12.7%","  9,960 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","75.8%","","24.2%","20.0%","  3,680 ","68%","33%","$3.14","$5,352,000.00"
"41055","OR","Sherman County, Oregon","14.8%","  250 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","76.9%","","23.1%","22.3%","  60 ","56%","44%","$3.43","$147,000.00"
"41057","OR","Tillamook County, Oregon","12.7%","  3,250 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","83.2%","","16.8%","20.6%","  1,010 ","75%","25%","$3.11","$1,730,000.00"
"41059","OR","Umatilla County, Oregon","11.5%","  8,820 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","87.2%","","12.8%","21.4%","  4,260 ","76%","24%","$3.13","$4,714,000.00"
"41061","OR","Union County, Oregon","15.6%","  4,010 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","81.0%","","19.0%","23.9%","  1,360 ","76%","24%","$3.25","$2,228,000.00"
"41063","OR","Wallowa County, Oregon","14.9%","  1,020 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","72.9%","","27.1%","24.4%","  310 ","69%","31%","$3.04","$530,000.00"
"41065","OR","Wasco County, Oregon","11.8%","  3,040 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","83.0%","","17.0%","19.3%","  1,120 ","71%","29%","$3.17","$1,648,000.00"
"41067","OR","Washington County, Oregon","10.8%","  61,120 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","66.8%","","33.2%","17.7%","  24,290 ","57%","43%","$3.11","$32,448,000.00"
"41069","OR","Wheeler County, Oregon","14.8%","  200 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","77.4%","","22.6%","28.7%","  40 ","66%","34%","$3.06","$105,000.00"
"41071","OR","Yamhill County, Oregon","11.9%","  12,190 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","76.1%","","23.9%","21.1%","  5,000 ","70%","30%","$3.06","$6,369,000.00"
"42001","PA","Adams County, Pennsylvania","8.6%","  8,770 ","160%","SNAP","185%","Other Nutrition Program","55.9%","5.3%","38.9%","15.1%","  3,190 ","67%","33%","$3.59","$5,383,000.00"
"42003","PA","Allegheny County, Pennsylvania","13.7%","  168,800 ","160%","SNAP","185%","Other Nutrition Program","52.5%","3.6%","44.0%","16.4%","  38,540 ","61%","39%","$3.07","$88,676,000.00"
"42005","PA","Armstrong County, Pennsylvania","12.8%","  8,640 ","160%","SNAP","185%","Other Nutrition Program","59.8%","5.7%","34.5%","20.3%","  2,680 ","73%","27%","$2.63","$3,889,000.00"
"42007","PA","Beaver County, Pennsylvania","12.3%","  20,790 ","160%","SNAP","185%","Other Nutrition Program","54.9%","5.7%","39.5%","17.9%","  5,990 ","73%","27%","$2.79","$9,924,000.00"
"42009","PA","Bedford County, Pennsylvania","11.7%","  5,730 ","160%","SNAP","185%","Other Nutrition Program","65.6%","4.4%","29.9%","18.9%","  1,910 ","80%","20%","$3.38","$3,311,000.00"
"42011","PA","Berks County, Pennsylvania","9.6%","  39,610 ","160%","SNAP","185%","Other Nutrition Program","68.7%","3.0%","28.3%","16.5%","  15,690 ","73%","27%","$3.07","$20,810,000.00"
"42013","PA","Blair County, Pennsylvania","12.6%","  15,880 ","160%","SNAP","185%","Other Nutrition Program","64.3%","3.9%","31.8%","18.8%","  4,890 ","76%","24%","$3.02","$8,204,000.00"
"42015","PA","Bradford County, Pennsylvania","11.9%","  7,360 ","160%","SNAP","185%","Other Nutrition Program","66.1%","4.2%","29.8%","18.7%","  2,570 ","81%","19%","$2.78","$3,497,000.00"
"42017","PA","Bucks County, Pennsylvania","8.4%","  52,670 ","160%","SNAP","185%","Other Nutrition Program","40.9%","3.9%","55.2%","12.4%","  16,640 ","47%","53%","$3.34","$30,102,000.00"
"42019","PA","Butler County, Pennsylvania","9.9%","  18,350 ","160%","SNAP","185%","Other Nutrition Program","45.6%","5.3%","49.1%","14.4%","  5,600 ","51%","49%","$2.99","$9,360,000.00"
"42021","PA","Cambria County, Pennsylvania","13.5%","  18,650 ","160%","SNAP","185%","Other Nutrition Program","60.0%","4.4%","35.6%","20.7%","  5,530 ","73%","27%","$3.00","$9,570,000.00"
"42023","PA","Cameron County, Pennsylvania","13.3%","  640 ","160%","SNAP","185%","Other Nutrition Program","68.9%","7.3%","23.9%","21.4%","  180 ","93%","7%","$3.03","$332,000.00"
"42025","PA","Carbon County, Pennsylvania","10.9%","  7,040 ","160%","SNAP","185%","Other Nutrition Program","63.9%","4.9%","31.3%","18.9%","  2,420 ","79%","21%","$2.88","$3,460,000.00"
"42027","PA","Centre County, Pennsylvania","13.8%","  21,970 ","160%","SNAP","185%","Other Nutrition Program","55.8%","2.2%","42.0%","15.0%","  3,680 ","63%","37%","$3.53","$13,236,000.00"
"42029","PA","Chester County, Pennsylvania","8.3%","  42,310 ","160%","SNAP","185%","Other Nutrition Program","43.6%","3.4%","53.0%","11.8%","  14,200 ","49%","51%","$3.78","$27,357,000.00"
"42031","PA","Clarion County, Pennsylvania","14.2%","  5,550 ","160%","SNAP","185%","Other Nutrition Program","63.7%","4.5%","31.7%","20.1%","  1,480 ","74%","26%","$2.61","$2,473,000.00"
"42033","PA","Clearfield County, Pennsylvania","12.9%","  10,430 ","160%","SNAP","185%","Other Nutrition Program","64.3%","5.4%","30.2%","21.1%","  3,220 ","83%","17%","$2.88","$5,141,000.00"
"42035","PA","Clinton County, Pennsylvania","14.0%","  5,550 ","160%","SNAP","185%","Other Nutrition Program","59.9%","5.5%","34.6%","21.6%","  1,750 ","79%","21%","$3.18","$3,016,000.00"
"42037","PA","Columbia County, Pennsylvania","12.7%","  8,460 ","160%","SNAP","185%","Other Nutrition Program","62.1%","3.1%","34.8%","17.7%","  2,130 ","68%","32%","$3.00","$4,332,000.00"
"42039","PA","Crawford County, Pennsylvania","12.6%","  10,970 ","160%","SNAP","185%","Other Nutrition Program","66.3%","5.5%","28.2%","19.3%","  3,610 ","83%","17%","$2.87","$5,387,000.00"
"42041","PA","Cumberland County, Pennsylvania","9.9%","  24,210 ","160%","SNAP","185%","Other Nutrition Program","47.8%","5.2%","47.0%","14.5%","  7,180 ","63%","37%","$3.16","$13,088,000.00"
"42043","PA","Dauphin County, Pennsylvania","13.5%","  36,600 ","160%","SNAP","185%","Other Nutrition Program","58.4%","3.1%","38.5%","16.6%","  10,140 ","65%","35%","$3.07","$19,174,000.00"
"42045","PA","Delaware County, Pennsylvania","13.1%","  73,890 ","160%","SNAP","185%","Other Nutrition Program","48.7%","4.1%","47.2%","14.8%","  18,670 ","60%","40%","$3.55","$44,859,000.00"
"42047","PA","Elk County, Pennsylvania","10.3%","  3,200 ","160%","SNAP","185%","Other Nutrition Program","58.2%","9.5%","32.2%","17.1%","  1,050 ","77%","24%","$3.21","$1,755,000.00"
"42049","PA","Erie County, Pennsylvania","14.5%","  40,410 ","160%","SNAP","185%","Other Nutrition Program","62.6%","3.7%","33.7%","20.1%","  12,320 ","75%","25%","$3.07","$21,198,000.00"
"42051","PA","Fayette County, Pennsylvania","15.4%","  20,630 ","160%","SNAP","185%","Other Nutrition Program","66.5%","3.2%","30.2%","23.2%","  6,100 ","80%","20%","$2.84","$9,998,000.00"
"42053","PA","Forest County, Pennsylvania","15.0%","  1,120 ","160%","SNAP","185%","Other Nutrition Program","24.7%","2.5%","72.7%","24.5%","  70 ","38%","63%","$2.79","$534,000.00"
"42055","PA","Franklin County, Pennsylvania","11.0%","  16,850 ","160%","SNAP","185%","Other Nutrition Program","59.1%","5.7%","35.2%","17.2%","  6,030 ","74%","27%","$3.03","$8,720,000.00"
"42057","PA","Fulton County, Pennsylvania","11.4%","  1,670 ","160%","SNAP","185%","Other Nutrition Program","60.3%","9.3%","30.4%","18.1%","  570 ","76%","24%","$3.07","$875,000.00"
"42059","PA","Greene County, Pennsylvania","14.0%","  5,290 ","160%","SNAP","185%","Other Nutrition Program","53.2%","3.3%","43.5%","21.4%","  1,540 ","69%","32%","$2.69","$2,431,000.00"
"42061","PA","Huntingdon County, Pennsylvania","13.1%","  6,020 ","160%","SNAP","185%","Other Nutrition Program","58.2%","5.5%","36.3%","19.6%","  1,710 ","81%","19%","$3.16","$3,253,000.00"
"42063","PA","Indiana County, Pennsylvania","14.4%","  12,630 ","160%","SNAP","185%","Other Nutrition Program","62.7%","3.0%","34.3%","20.0%","  3,210 ","81%","19%","$2.98","$6,431,000.00"
"42065","PA","Jefferson County, Pennsylvania","12.8%","  5,730 ","160%","SNAP","185%","Other Nutrition Program","66.6%","7.2%","26.2%","20.4%","  1,920 ","86%","14%","$2.61","$2,560,000.00"
"42067","PA","Juniata County, Pennsylvania","10.9%","  2,710 ","160%","SNAP","185%","Other Nutrition Program","69.8%","6.5%","23.8%","17.3%","  970 ","88%","13%","$3.23","$1,494,000.00"
"42069","PA","Lackawanna County, Pennsylvania","12.6%","  26,790 ","160%","SNAP","185%","Other Nutrition Program","64.1%","4.4%","31.5%","18.5%","  7,920 ","74%","26%","$3.15","$14,424,000.00"
"42071","PA","Lancaster County, Pennsylvania","9.8%","  52,160 ","160%","SNAP","185%","Other Nutrition Program","60.5%","6.8%","32.7%","15.2%","  19,570 ","74%","26%","$3.21","$28,594,000.00"
"42073","PA","Lawrence County, Pennsylvania","13.3%","  11,740 ","160%","SNAP","185%","Other Nutrition Program","61.4%","5.4%","33.2%","19.9%","  3,580 ","77%","23%","$2.92","$5,860,000.00"
"42075","PA","Lebanon County, Pennsylvania","9.3%","  12,670 ","160%","SNAP","185%","Other Nutrition Program","62.8%","6.0%","31.2%","15.3%","  4,840 ","72%","28%","$2.97","$6,428,000.00"
"42077","PA","Lehigh County, Pennsylvania","9.5%","  34,160 ","160%","SNAP","185%","Other Nutrition Program","69.9%","3.0%","27.1%","16.0%","  13,130 ","71%","29%","$3.21","$18,754,000.00"
"42079","PA","Luzerne County, Pennsylvania","12.5%","  39,830 ","160%","SNAP","185%","Other Nutrition Program","64.3%","4.4%","31.4%","19.9%","  12,480 ","76%","24%","$3.03","$20,648,000.00"
"42081","PA","Lycoming County, Pennsylvania","13.5%","  15,700 ","160%","SNAP","185%","Other Nutrition Program","56.8%","6.6%","36.6%","19.6%","  4,700 ","72%","28%","$3.01","$8,073,000.00"
"42083","PA","McKean County, Pennsylvania","13.5%","  5,760 ","160%","SNAP","185%","Other Nutrition Program","63.5%","4.2%","32.3%","21.7%","  1,860 ","78%","22%","$3.25","$3,203,000.00"
"42085","PA","Mercer County, Pennsylvania","13.0%","  14,880 ","160%","SNAP","185%","Other Nutrition Program","58.0%","5.3%","36.7%","19.5%","  4,540 ","74%","27%","$2.66","$6,765,000.00"
"42087","PA","Mifflin County, Pennsylvania","12.7%","  5,900 ","160%","SNAP","185%","Other Nutrition Program","74.6%","6.9%","18.5%","20.1%","  2,120 ","90%","10%","$2.65","$2,676,000.00"
"42089","PA","Monroe County, Pennsylvania","10.9%","  18,180 ","160%","SNAP","185%","Other Nutrition Program","63.2%","5.9%","30.9%","16.0%","  5,680 ","71%","29%","$3.14","$9,748,000.00"
"42091","PA","Montgomery County, Pennsylvania","9.5%","  77,180 ","160%","SNAP","185%","Other Nutrition Program","39.5%","3.8%","56.6%","12.1%","  21,780 ","47%","53%","$3.45","$45,439,000.00"
"42093","PA","Montour County, Pennsylvania","10.2%","  1,880 ","160%","SNAP","185%","Other Nutrition Program","50.8%","4.7%","44.5%","15.5%","  590 ","54%","46%","$3.05","$980,000.00"
"42095","PA","Northampton County, Pennsylvania","9.4%","  28,120 ","160%","SNAP","185%","Other Nutrition Program","52.3%","5.0%","42.6%","14.6%","  9,070 ","59%","41%","$3.26","$15,671,000.00"
"42097","PA","Northumberland County, Pennsylvania","12.8%","  11,970 ","160%","SNAP","185%","Other Nutrition Program","65.8%","4.3%","29.8%","19.6%","  3,630 ","84%","17%","$3.16","$6,473,000.00"
"42099","PA","Perry County, Pennsylvania","9.4%","  4,290 ","160%","SNAP","185%","Other Nutrition Program","53.8%","6.6%","39.6%","15.4%","  1,550 ","73%","27%","$3.20","$2,343,000.00"
"42101","PA","Philadelphia County, Pennsylvania","21.0%","  327,320 ","160%","SNAP","185%","Other Nutrition Program","76.2%","2.3%","21.6%","21.7%","  75,140 ","69%","31%","$3.16","$176,675,000.00"
"42103","PA","Pike County, Pennsylvania","9.4%","  5,300 ","160%","SNAP","185%","Other Nutrition Program","54.0%","6.3%","39.7%","16.7%","  1,860 ","64%","36%","$3.49","$3,164,000.00"
"42105","PA","Potter County, Pennsylvania","13.0%","  2,250 ","160%","SNAP","185%","Other Nutrition Program","66.0%","5.5%","28.5%","20.4%","  750 ","74%","26%","$2.92","$1,121,000.00"
"42107","PA","Schuylkill County, Pennsylvania","11.9%","  17,330 ","160%","SNAP","185%","Other Nutrition Program","61.0%","6.2%","32.7%","18.4%","  5,250 ","76%","24%","$2.96","$8,754,000.00"
"42109","PA","Snyder County, Pennsylvania","10.7%","  4,310 ","160%","SNAP","185%","Other Nutrition Program","65.4%","4.8%","29.7%","17.3%","  1,510 ","86%","14%","$2.82","$2,075,000.00"
"42111","PA","Somerset County, Pennsylvania","12.4%","  9,440 ","160%","SNAP","185%","Other Nutrition Program","57.4%","5.7%","36.9%","20.0%","  2,810 ","76%","24%","$2.79","$4,502,000.00"
"42113","PA","Sullivan County, Pennsylvania","11.7%","  740 ","160%","SNAP","185%","Other Nutrition Program","60.0%","6.8%","33.2%","18.4%","  140 ","77%","23%","$3.07","$388,000.00"
"42115","PA","Susquehanna County, Pennsylvania","11.4%","  4,750 ","160%","SNAP","185%","Other Nutrition Program","65.8%","5.9%","28.3%","18.4%","  1,510 ","83%","17%","$3.48","$2,823,000.00"
"42117","PA","Tioga County, Pennsylvania","12.6%","  5,300 ","160%","SNAP","185%","Other Nutrition Program","63.1%","6.5%","30.4%","19.3%","  1,630 ","77%","23%","$3.14","$2,841,000.00"
"42119","PA","Union County, Pennsylvania","11.1%","  5,030 ","160%","SNAP","185%","Other Nutrition Program","45.7%","5.3%","49.0%","16.3%","  1,320 ","73%","27%","$3.42","$2,940,000.00"
"42121","PA","Venango County, Pennsylvania","12.9%","  6,910 ","160%","SNAP","185%","Other Nutrition Program","64.4%","6.6%","29.0%","20.7%","  2,250 ","79%","21%","$2.74","$3,231,000.00"
"42123","PA","Warren County, Pennsylvania","11.4%","  4,650 ","160%","SNAP","185%","Other Nutrition Program","64.0%","6.5%","29.5%","18.8%","  1,520 ","79%","21%","$2.68","$2,133,000.00"
"42125","PA","Washington County, Pennsylvania","11.3%","  23,570 ","160%","SNAP","185%","Other Nutrition Program","50.4%","3.6%","45.9%","16.5%","  6,840 ","57%","43%","$3.26","$13,125,000.00"
"42127","PA","Wayne County, Pennsylvania","11.2%","  5,730 ","160%","SNAP","185%","Other Nutrition Program","57.4%","4.4%","38.2%","18.1%","  1,630 ","70%","30%","$3.41","$3,343,000.00"
"42129","PA","Westmoreland County, Pennsylvania","11.1%","  39,780 ","160%","SNAP","185%","Other Nutrition Program","52.1%","5.1%","42.8%","17.1%","  11,600 ","64%","36%","$3.05","$20,757,000.00"
"42131","PA","Wyoming County, Pennsylvania","10.7%","  3,000 ","160%","SNAP","185%","Other Nutrition Program","58.4%","5.9%","35.7%","17.7%","  1,010 ","69%","31%","$3.25","$1,665,000.00"
"42133","PA","York County, Pennsylvania","10.2%","  45,010 ","160%","SNAP","185%","Other Nutrition Program","55.6%","4.6%","39.8%","15.7%","  15,530 ","66%","34%","$3.09","$23,756,000.00"
"44001","RI","Bristol County, Rhode Island","10.0%","  4,940 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","48.3%","","51.7%","13.8%","  1,320 ","47%","53%","$4.36","$3,677,000.00"
"44003","RI","Kent County, Rhode Island","10.4%","  17,080 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","54.3%","","45.7%","15.1%","  4,840 ","54%","46%","$3.21","$9,380,000.00"
"44005","RI","Newport County, Rhode Island","11.5%","  9,480 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","50.3%","","49.7%","15.4%","  2,330 ","55%","46%","$3.44","$5,579,000.00"
"44007","RI","Providence County, Rhode Island","13.2%","  83,030 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","76.1%","","23.9%","19.1%","  25,420 ","80%","20%","$3.24","$46,029,000.00"
"44009","RI","Washington County, Rhode Island","10.7%","  13,460 ","185%","SNAP, Other Nutrition Programs","185%","SNAP, Other Nutrition Programs","48.5%","","51.5%","15.2%","  3,460 ","51%","49%","$3.58","$8,238,000.00"
"45001","SC","Abbeville County, South Carolina","15.3%","  3,810 ","130%","SNAP","185%","Other Nutrition Program","62.1%","18.0%","19.9%","21.1%","  1,130 ","79%","21%","$2.95","$1,920,000.00"
"45003","SC","Aiken County, South Carolina","13.0%","  21,480 ","130%","SNAP","185%","Other Nutrition Program","61.1%","15.3%","23.6%","19.5%","  7,120 ","74%","26%","$2.77","$10,185,000.00"
"45005","SC","Allendale County, South Carolina","25.6%","  2,460 ","130%","SNAP","185%","Other Nutrition Program","62.0%","25.7%","12.4%","27.1%","  520 ","63%","37%","$2.80","$1,178,000.00"
"45007","SC","Anderson County, South Carolina","12.1%","  23,260 ","130%","SNAP","185%","Other Nutrition Program","62.4%","16.0%","21.6%","18.2%","  8,150 ","74%","26%","$2.89","$11,478,000.00"
"45009","SC","Bamberg County, South Carolina","23.1%","  3,480 ","130%","SNAP","185%","Other Nutrition Program","61.4%","16.7%","21.9%","27.0%","  830 ","66%","34%","$2.84","$1,688,000.00"
"45011","SC","Barnwell County, South Carolina","19.9%","  4,370 ","130%","SNAP","185%","Other Nutrition Program","63.5%","14.3%","22.2%","24.5%","  1,340 ","65%","36%","$2.75","$2,056,000.00"
"45013","SC","Beaufort County, South Carolina","9.8%","  17,220 ","130%","SNAP","185%","Other Nutrition Program","51.9%","19.5%","28.6%","16.9%","  5,910 ","72%","28%","$3.62","$10,640,000.00"
"45015","SC","Berkeley County, South Carolina","11.7%","  23,330 ","130%","SNAP","185%","Other Nutrition Program","51.3%","20.2%","28.5%","16.6%","  8,060 ","69%","31%","$3.12","$12,455,000.00"
"45017","SC","Calhoun County, South Carolina","16.3%","  2,430 ","130%","SNAP","185%","Other Nutrition Program","57.7%","12.9%","29.4%","18.7%","  570 ","56%","44%","$2.92","$1,211,000.00"
"45019","SC","Charleston County, South Carolina","13.7%","  52,220 ","130%","SNAP","185%","Other Nutrition Program","53.5%","9.5%","37.0%","16.8%","  12,920 ","62%","38%","$3.43","$30,608,000.00"
"45021","SC","Cherokee County, South Carolina","15.0%","  8,460 ","130%","SNAP","185%","Other Nutrition Program","71.7%","10.9%","17.5%","22.2%","  2,970 ","80%","20%","$2.53","$3,660,000.00"
"45023","SC","Chester County, South Carolina","18.0%","  5,840 ","130%","SNAP","185%","Other Nutrition Program","64.0%","15.1%","20.9%","22.5%","  1,700 ","70%","30%","$2.79","$2,781,000.00"
