"FIPS","State","County, State","2015 Food Insecurity Rate","# of Food Insecure Persons in 2015","Low Threshold in state","Low Threshold Type","High Threshold in state","High Threshold Type","% FI ≤ Low Threshold","% FI Btwn Thresholds","% FI > High Threshold","2015 Child food insecurity rate","# of Food Insecure Children in 2015","% food insecure children in HH w/ HH incomes below 185 FPL in 2015","% food insecure children in HH w/ HH incomes above 185 FPL in 2015","2015 Cost Per Meal","2015 Weighted Annual Food Budget Shortfall"
"51143","VA","Pittsylvania County, Virginia","13.1%","  8,200 ","130%","SNAP","185%","Other Nutrition Program","59.3%","24.5%","16.2%","18.5%","  2,350 ","83%","17%","$2.97","$4,372,000.00"
"51145","VA","Powhatan County, Virginia","6.9%","  1,950 ","130%","SNAP","185%","Other Nutrition Program","30.3%","14.7%","55.0%","11.4%","  640 ","31%","69%","$3.11","$1,089,000.00"
"51147","VA","Prince Edward County, Virginia","17.3%","  3,990 ","130%","SNAP","185%","Other Nutrition Program","47.4%","22.1%","30.6%","17.2%","  630 ","71%","29%","$2.92","$2,089,000.00"
"51149","VA","Prince George County, Virginia","12.3%","  4,610 ","130%","SNAP","185%","Other Nutrition Program","32.1%","19.7%","48.1%","14.5%","  1,170 ","60%","40%","$2.91","$2,403,000.00"
"51153","VA","Prince William County, Virginia","6.0%","  26,300 ","130%","SNAP","185%","Other Nutrition Program","46.7%","19.7%","33.5%","10.3%","  12,730 ","58%","42%","$3.12","$14,737,000.00"
"51155","VA","Pulaski County, Virginia","11.1%","  3,840 ","130%","SNAP","185%","Other Nutrition Program","58.8%","18.2%","23.0%","17.4%","  1,120 ","78%","22%","$2.97","$2,048,000.00"
"51157","VA","Rappahannock County, Virginia","8.6%","  640 ","130%","SNAP","185%","Other Nutrition Program","49.2%","22.7%","28.1%","16.7%","  230 ","68%","32%","$3.17","$363,000.00"
"51159","VA","Richmond County, Virginia","11.7%","  1,050 ","130%","SNAP","185%","Other Nutrition Program","45.7%","21.5%","32.8%","13.8%","  210 ","83%","17%","$3.07","$578,000.00"
"51161","VA","Roanoke County, Virginia","8.5%","  7,930 ","130%","SNAP","185%","Other Nutrition Program","44.9%","14.7%","40.4%","13.6%","  2,670 ","58%","42%","$3.23","$4,598,000.00"
"51163","VA","Rockbridge County, Virginia","10.4%","  2,340 ","130%","SNAP","185%","Other Nutrition Program","64.1%","22.6%","13.3%","18.1%","  730 ","81%","19%","$3.08","$1,293,000.00"
"51165","VA","Rockingham County, Virginia","8.2%","  6,340 ","130%","SNAP","185%","Other Nutrition Program","59.7%","23.2%","17.1%","15.6%","  2,760 ","77%","23%","$2.94","$3,346,000.00"
"51167","VA","Russell County, Virginia","12.5%","  3,530 ","130%","SNAP","185%","Other Nutrition Program","80.8%","7.4%","11.8%","21.2%","  1,190 ","85%","15%","$2.85","$1,805,000.00"
"51169","VA","Scott County, Virginia","11.6%","  2,610 ","130%","SNAP","185%","Other Nutrition Program","78.5%","12.3%","9.2%","21.1%","  900 ","84%","16%","$2.63","$1,230,000.00"
"51171","VA","Shenandoah County, Virginia","8.8%","  3,760 ","130%","SNAP","185%","Other Nutrition Program","63.8%","28.2%","8.0%","17.3%","  1,560 ","87%","13%","$3.07","$2,068,000.00"
"51173","VA","Smyth County, Virginia","12.8%","  4,080 ","130%","SNAP","185%","Other Nutrition Program","73.0%","14.8%","12.3%","22.6%","  1,450 ","85%","15%","$2.82","$2,061,000.00"
"51175","VA","Southampton County, Virginia","14.9%","  2,750 ","130%","SNAP","185%","Other Nutrition Program","49.0%","18.6%","32.4%","16.6%","  600 ","71%","29%","$3.01","$1,483,000.00"
"51177","VA","Spotsylvania County, Virginia","8.5%","  10,830 ","130%","SNAP","185%","Other Nutrition Program","46.0%","15.1%","38.9%","12.8%","  4,280 ","57%","43%","$2.87","$5,572,000.00"
"51179","VA","Stafford County, Virginia","7.1%","  9,680 ","130%","SNAP","185%","Other Nutrition Program","32.5%","21.3%","46.2%","11.0%","  4,090 ","53%","48%","$3.07","$5,332,000.00"
"51181","VA","Surry County, Virginia","14.6%","  1,000 ","130%","SNAP","185%","Other Nutrition Program","46.6%","28.3%","25.0%","14.3%","  190 ","72%","28%","$3.03","$542,000.00"
"51183","VA","Sussex County, Virginia","20.2%","  2,390 ","130%","SNAP","185%","Other Nutrition Program","33.0%","12.2%","54.8%","18.4%","  320 ","81%","19%","$3.01","$1,288,000.00"
"51185","VA","Tazewell County, Virginia","12.9%","  5,660 ","130%","SNAP","185%","Other Nutrition Program","66.9%","22.2%","10.9%","21.0%","  1,810 ","87%","13%","$2.69","$2,727,000.00"
"51187","VA","Warren County, Virginia","8.7%","  3,340 ","130%","SNAP","185%","Other Nutrition Program","50.2%","15.6%","34.2%","14.8%","  1,310 ","60%","40%","$3.32","$1,990,000.00"
"51191","VA","Washington County, Virginia","9.8%","  5,390 ","130%","SNAP","185%","Other Nutrition Program","66.3%","19.5%","14.3%","17.2%","  1,800 ","80%","20%","$2.81","$2,720,000.00"
"51193","VA","Westmoreland County, Virginia","12.6%","  2,210 ","130%","SNAP","185%","Other Nutrition Program","53.8%","29.4%","16.9%","14.1%","  480 ","95%","6%","$3.19","$1,265,000.00"
"51195","VA","Wise County, Virginia","15.1%","  6,130 ","130%","SNAP","185%","Other Nutrition Program","69.5%","9.2%","21.3%","23.9%","  1,960 ","78%","22%","$2.88","$3,167,000.00"
"51197","VA","Wythe County, Virginia","11.7%","  3,400 ","130%","SNAP","185%","Other Nutrition Program","66.4%","17.7%","15.8%","18.1%","  1,070 ","75%","25%","$3.09","$1,886,000.00"
"51199","VA","York County, Virginia","8.4%","  5,570 ","130%","SNAP","185%","Other Nutrition Program","32.5%","17.7%","49.9%","12.6%","  2,060 ","53%","47%","$3.31","$3,305,000.00"
"51510","VA","Alexandria city, Virginia","10.1%","  15,100 ","130%","SNAP","185%","Other Nutrition Program","42.3%","16.2%","41.5%","11.4%","  3,020 ","69%","31%","$4.00","$10,843,000.00"
"51520","VA","Bristol city, Virginia","14.7%","  2,570 ","130%","SNAP","185%","Other Nutrition Program","75.1%","22.8%","2.1%","22.3%","  810 ","91%","9%","$2.87","$1,325,000.00"
"51530","VA","Buena Vista city, Virginia","15.6%","  1,040 ","130%","SNAP","185%","Other Nutrition Program","85.5%","14.5%","0.0%","24.9%","  360 ","100%","0%","$3.04","$567,000.00"
"51540","VA","Charlottesville city, Virginia","16.9%","  7,630 ","130%","SNAP","185%","Other Nutrition Program","68.2%","6.2%","25.6%","15.5%","  1,070 ","68%","32%","$3.64","$4,977,000.00"
"51550","VA","Chesapeake city, Virginia","11.8%","  27,240 ","130%","SNAP","185%","Other Nutrition Program","40.1%","15.6%","44.3%","13.5%","  7,700 ","60%","40%","$3.03","$14,805,000.00"
"51570","VA","Colonial Heights city, Virginia","11.4%","  2,000 ","130%","SNAP","185%","Other Nutrition Program","56.1%","19.3%","24.6%","16.0%","  630 ","74%","26%","$3.04","$1,090,000.00"
"51580","VA","Covington city, Virginia","15.4%","  880 ","130%","SNAP","185%","Other Nutrition Program","68.1%","15.5%","16.4%","23.1%","  280 ","78%","22%","$2.85","$449,000.00"
"51590","VA","Danville city, Virginia","21.5%","  9,110 ","130%","SNAP","185%","Other Nutrition Program","60.3%","27.1%","12.6%","21.2%","  1,960 ","78%","23%","$2.61","$4,259,000.00"
"51595","VA","Emporia city, Virginia","25.9%","  1,470 ","130%","SNAP","185%","Other Nutrition Program","69.5%","17.2%","13.3%","26.1%","  340 ","74%","26%","$2.81","$740,000.00"
"51600","VA","Fairfax city, Virginia","4.7%","  1,110 ","130%","SNAP","185%","Other Nutrition Program","61.4%","10.2%","28.5%","8.8%","  430 ","45%","56%","$3.04","$604,000.00"
"51610","VA","Falls Church city, Virginia","5.2%","  690 ","130%","SNAP","185%","Other Nutrition Program","31.5%","7.7%","60.8%","9.2%","  310 ","32%","68%","$3.60","$445,000.00"
"51620","VA","Franklin city, Virginia","22.8%","  1,930 ","130%","SNAP","185%","Other Nutrition Program","57.0%","28.2%","14.8%","19.5%","  410 ","68%","32%","$2.95","$1,021,000.00"
"51630","VA","Fredericksburg city, Virginia","16.0%","  4,380 ","130%","SNAP","185%","Other Nutrition Program","52.9%","18.0%","29.2%","16.1%","  910 ","74%","26%","$3.59","$2,821,000.00"
"51640","VA","Galax city, Virginia","12.9%","  890 ","130%","SNAP","185%","Other Nutrition Program","80.8%","13.4%","5.9%","23.6%","  340 ","74%","26%","$2.98","$475,000.00"
"51650","VA","Hampton city, Virginia","18.0%","  24,710 ","130%","SNAP","185%","Other Nutrition Program","45.0%","24.3%","30.6%","16.6%","  5,020 ","72%","29%","$2.99","$13,269,000.00"
"51660","VA","Harrisonburg city, Virginia","16.4%","  8,430 ","130%","SNAP","185%","Other Nutrition Program","75.0%","6.4%","18.6%","16.7%","  1,360 ","81%","19%","$3.04","$4,603,000.00"
"51670","VA","Hopewell city, Virginia","18.8%","  4,180 ","130%","SNAP","185%","Other Nutrition Program","56.4%","25.9%","17.7%","20.1%","  1,120 ","74%","26%","$3.08","$2,309,000.00"
"51678","VA","Lexington city, Virginia","15.8%","  1,120 ","130%","SNAP","185%","Other Nutrition Program","38.8%","5.7%","55.5%","17.1%","  120 ","93%","7%","$3.07","$616,000.00"
"51680","VA","Lynchburg city, Virginia","18.6%","  14,560 ","130%","SNAP","185%","Other Nutrition Program","57.9%","15.2%","26.9%","19.9%","  3,020 ","74%","26%","$3.05","$7,969,000.00"
"51683","VA","Manassas city, Virginia","5.0%","  2,050 ","130%","SNAP","185%","Other Nutrition Program","67.2%","21.7%","11.1%","11.2%","  1,230 ","62%","38%","$3.05","$1,120,000.00"
"51685","VA","Manassas Park city, Virginia","3.6%","  570 ","130%","SNAP","185%","Other Nutrition Program","100.0%","0.0%","0.0%","10.2%","  440 ","78%","23%","$3.11","$318,000.00"
"51690","VA","Martinsville city, Virginia","21.8%","  2,970 ","130%","SNAP","185%","Other Nutrition Program","61.2%","21.7%","17.2%","20.2%","  620 ","65%","35%","$2.77","$1,478,000.00"
"51700","VA","Newport News city, Virginia","16.9%","  30,580 ","130%","SNAP","185%","Other Nutrition Program","48.5%","23.3%","28.2%","16.5%","  7,070 ","73%","27%","$2.90","$15,900,000.00"
"51710","VA","Norfolk city, Virginia","19.3%","  47,490 ","130%","SNAP","185%","Other Nutrition Program","53.0%","20.2%","26.8%","18.5%","  9,240 ","75%","26%","$3.07","$26,109,000.00"
"51720","VA","Norton city, Virginia","16.6%","  670 ","130%","SNAP","185%","Other Nutrition Program","68.5%","17.2%","14.3%","25.8%","  210 ","65%","35%","$2.80","$336,000.00"
"51730","VA","Petersburg city, Virginia","27.8%","  8,930 ","130%","SNAP","185%","Other Nutrition Program","57.7%","29.3%","13.0%","24.1%","  1,600 ","66%","34%","$2.98","$4,771,000.00"
"51735","VA","Poquoson city, Virginia","5.7%","  690 ","130%","SNAP","185%","Other Nutrition Program","32.5%","13.9%","53.5%","11.9%","  330 ","32%","68%","$3.00","$371,000.00"
"51740","VA","Portsmouth city, Virginia","19.8%","  19,000 ","130%","SNAP","185%","Other Nutrition Program","48.3%","23.6%","28.1%","18.5%","  4,180 ","71%","29%","$2.93","$9,994,000.00"
"51750","VA","Radford city, Virginia","20.6%","  3,510 ","130%","SNAP","185%","Other Nutrition Program","73.2%","4.5%","22.3%","17.1%","  390 ","82%","19%","$3.23","$2,034,000.00"
"51760","VA","Richmond city, Virginia","21.3%","  45,510 ","130%","SNAP","185%","Other Nutrition Program","59.8%","19.4%","20.7%","20.1%","  7,910 ","66%","34%","$3.69","$30,115,000.00"
"51770","VA","Roanoke city, Virginia","16.7%","  16,500 ","130%","SNAP","185%","Other Nutrition Program","60.8%","23.9%","15.3%","19.7%","  4,270 ","77%","23%","$2.93","$8,660,000.00"
"51775","VA","Salem city, Virginia","10.6%","  2,660 ","130%","SNAP","185%","Other Nutrition Program","49.7%","20.1%","30.2%","15.5%","  760 ","78%","22%","$3.12","$1,487,000.00"
"51790","VA","Staunton city, Virginia","14.0%","  3,390 ","130%","SNAP","185%","Other Nutrition Program","59.6%","11.5%","28.9%","19.7%","  890 ","68%","32%","$3.17","$1,924,000.00"
"51800","VA","Suffolk city, Virginia","14.4%","  12,370 ","130%","SNAP","185%","Other Nutrition Program","40.2%","21.1%","38.7%","13.9%","  3,030 ","69%","31%","$3.14","$6,964,000.00"
"51810","VA","Virginia Beach city, Virginia","10.5%","  47,240 ","130%","SNAP","185%","Other Nutrition Program","39.3%","20.9%","39.8%","13.4%","  13,910 ","65%","35%","$3.23","$27,360,000.00"
"51820","VA","Waynesboro city, Virginia","13.4%","  2,830 ","130%","SNAP","185%","Other Nutrition Program","62.9%","22.8%","14.3%","18.9%","  940 ","84%","16%","$2.82","$1,429,000.00"
"51830","VA","Williamsburg city, Virginia","16.4%","  2,420 ","130%","SNAP","185%","Other Nutrition Program","42.6%","9.0%","48.4%","17.5%","  280 ","61%","39%","$3.44","$1,494,000.00"
"51840","VA","Winchester city, Virginia","11.9%","  3,220 ","130%","SNAP","185%","Other Nutrition Program","73.4%","20.6%","6.1%","15.7%","  960 ","90%","11%","$3.27","$1,889,000.00"
"53001","WA","Adams County, Washington","5.3%","  1,000 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","","0.0%","18.8%","  1,270 ","81%","19%","$2.94","$527,000.00"
"53003","WA","Asotin County, Washington","14.0%","  3,080 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","85.4%","","14.6%","21.7%","  1,010 ","76%","24%","$2.81","$1,554,000.00"
"53005","WA","Benton County, Washington","11.3%","  20,870 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","82.4%","","17.6%","20.6%","  10,210 ","72%","29%","$2.81","$10,522,000.00"
"53007","WA","Chelan County, Washington","9.5%","  7,080 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","","0.0%","18.4%","  3,340 ","76%","24%","$3.39","$4,306,000.00"
"53009","WA","Clallam County, Washington","14.9%","  10,780 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.7%","","24.3%","23.8%","  3,070 ","79%","21%","$3.03","$5,858,000.00"
"53011","WA","Clark County, Washington","13.2%","  58,670 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","71.2%","","28.8%","19.9%","  22,580 ","64%","36%","$2.98","$31,399,000.00"
"53013","WA","Columbia County, Washington","14.3%","  570 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","93.0%","","7.0%","22.6%","  170 ","100%","0%","$2.90","$296,000.00"
"53015","WA","Cowlitz County, Washington","15.2%","  15,570 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","82.7%","","17.3%","23.7%","  5,670 ","75%","25%","$2.92","$8,162,000.00"
"53017","WA","Douglas County, Washington","8.9%","  3,520 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","","0.0%","20.1%","  2,120 ","83%","17%","$2.90","$1,830,000.00"
"53019","WA","Ferry County, Washington","18.0%","  1,380 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","90.5%","","9.5%","26.8%","  380 ","86%","14%","$3.04","$753,000.00"
"53021","WA","Franklin County, Washington","6.7%","  5,820 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","","0.0%","20.1%","  5,810 ","73%","27%","$2.91","$3,035,000.00"
"53023","WA","Garfield County, Washington","13.7%","  310 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","90.9%","","9.1%","21.2%","  100 ","98%","2%","$2.94","$164,000.00"
"53025","WA","Grant County, Washington","9.4%","  8,680 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","","0.0%","19.8%","  5,520 ","79%","21%","$3.11","$4,842,000.00"
"53027","WA","Grays Harbor County, Washington","15.6%","  11,170 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","83.9%","","16.1%","24.6%","  3,720 ","74%","26%","$3.31","$6,631,000.00"
"53029","WA","Island County, Washington","12.7%","  10,070 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.2%","","33.8%","19.9%","  3,050 ","66%","34%","$3.47","$6,267,000.00"
"53031","WA","Jefferson County, Washington","13.6%","  4,110 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","71.2%","","28.8%","21.9%","  920 ","77%","23%","$4.04","$2,974,000.00"
"53033","WA","King County, Washington","12.9%","  264,870 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","60.7%","","39.3%","17.0%","  72,980 ","53%","47%","$3.45","$163,877,000.00"
"53035","WA","Kitsap County, Washington","12.6%","  32,210 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","62.8%","","37.2%","19.0%","  10,340 ","57%","43%","$3.13","$18,086,000.00"
"53037","WA","Kittitas County, Washington","16.3%","  6,870 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.8%","","26.2%","20.4%","  1,550 ","65%","35%","$3.67","$4,519,000.00"
"53039","WA","Klickitat County, Washington","13.3%","  2,760 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.0%","","14.0%","23.0%","  1,000 ","69%","31%","$4.53","$2,244,000.00"
"53041","WA","Lewis County, Washington","14.9%","  11,250 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","83.8%","","16.2%","23.2%","  3,900 ","79%","21%","$3.17","$6,391,000.00"
"53043","WA","Lincoln County, Washington","13.4%","  1,390 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.9%","","26.1%","22.3%","  510 ","72%","28%","$2.97","$741,000.00"
"53045","WA","Mason County, Washington","14.0%","  8,510 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.8%","","21.2%","24.0%","  2,860 ","77%","23%","$3.10","$4,734,000.00"
"53047","WA","Okanogan County, Washington","13.5%","  5,570 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","99.8%","","0.2%","23.4%","  2,260 ","84%","16%","$2.93","$2,927,000.00"
"53049","WA","Pacific County, Washington","15.7%","  3,240 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","92.1%","","7.9%","26.3%","  950 ","82%","18%","$4.09","$2,379,000.00"
"53051","WA","Pend Oreille County, Washington","17.1%","  2,220 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","88.0%","","12.0%","27.5%","  740 ","83%","18%","$2.95","$1,176,000.00"
"53053","WA","Pierce County, Washington","14.3%","  117,280 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","69.8%","","30.2%","20.2%","  40,230 ","64%","36%","$3.09","$64,895,000.00"
"53055","WA","San Juan County, Washington","12.1%","  1,930 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","69.2%","","30.8%","20.6%","  480 ","67%","33%","$3.16","$1,095,000.00"
"53057","WA","Skagit County, Washington","12.3%","  14,690 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","83.7%","","16.3%","21.3%","  5,790 ","75%","25%","$3.06","$8,066,000.00"
"53059","WA","Skamania County, Washington","14.0%","  1,580 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.8%","","26.2%","20.8%","  490 ","61%","39%","$3.05","$864,000.00"
"53061","WA","Snohomish County, Washington","11.6%","  86,920 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","62.5%","","37.5%","17.9%","  31,300 ","55%","45%","$3.18","$49,578,000.00"
"53063","WA","Spokane County, Washington","15.2%","  73,280 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","76.7%","","23.3%","22.0%","  23,930 ","71%","29%","$2.96","$38,873,000.00"
"53065","WA","Stevens County, Washington","16.0%","  6,970 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","84.0%","","16.0%","25.5%","  2,500 ","87%","13%","$3.04","$3,800,000.00"
"53067","WA","Thurston County, Washington","13.4%","  35,120 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.3%","","33.7%","20.1%","  11,720 ","61%","39%","$3.08","$19,368,000.00"
"53069","WA","Wahkiakum County, Washington","15.2%","  610 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.5%","","25.5%","26.1%","  170 ","70%","30%","$2.99","$327,000.00"
"53071","WA","Walla Walla County, Washington","12.1%","  7,200 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.6%","","19.4%","20.5%","  2,680 ","67%","33%","$3.32","$4,283,000.00"
"53073","WA","Whatcom County, Washington","14.1%","  29,160 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","76.4%","","23.6%","20.0%","  8,400 ","67%","33%","$3.21","$16,810,000.00"
"53075","WA","Whitman County, Washington","19.9%","  9,320 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","76.4%","","23.6%","20.8%","  1,460 ","70%","30%","$3.46","$5,791,000.00"
"53077","WA","Yakima County, Washington","9.1%","  22,430 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","","0.0%","21.7%","  16,120 ","82%","18%","$2.90","$11,656,000.00"
"54001","WV","Barbour County, West Virginia","15.5%","  2,600 ","130%","SNAP","185%","Other Nutrition Program","59.7%","17.5%","22.8%","22.6%","  790 ","75%","25%","$2.80","$1,303,000.00"
"54003","WV","Berkeley County, West Virginia","12.5%","  13,610 ","130%","SNAP","185%","Other Nutrition Program","47.8%","16.1%","36.1%","17.6%","  4,650 ","62%","38%","$2.86","$6,983,000.00"
"54005","WV","Boone County, West Virginia","16.6%","  3,990 ","130%","SNAP","185%","Other Nutrition Program","59.4%","11.7%","28.9%","25.6%","  1,390 ","67%","33%","$2.62","$1,873,000.00"
"54007","WV","Braxton County, West Virginia","16.1%","  2,330 ","130%","SNAP","185%","Other Nutrition Program","57.6%","16.8%","25.6%","23.0%","  680 ","76%","24%","$2.75","$1,147,000.00"
"54009","WV","Brooke County, West Virginia","13.4%","  3,170 ","130%","SNAP","185%","Other Nutrition Program","46.5%","15.3%","38.2%","19.8%","  850 ","61%","39%","$2.99","$1,699,000.00"
"54011","WV","Cabell County, West Virginia","16.2%","  15,680 ","130%","SNAP","185%","Other Nutrition Program","56.5%","11.5%","32.0%","20.3%","  3,920 ","58%","42%","$2.81","$7,904,000.00"
"54013","WV","Calhoun County, West Virginia","16.3%","  1,230 ","130%","SNAP","185%","Other Nutrition Program","52.4%","24.9%","22.8%","23.5%","  350 ","60%","40%","$2.64","$582,000.00"
"54015","WV","Clay County, West Virginia","18.1%","  1,660 ","130%","SNAP","185%","Other Nutrition Program","67.6%","8.6%","23.8%","25.0%","  520 ","68%","32%","$2.75","$818,000.00"
"54017","WV","Doddridge County, West Virginia","12.1%","  990 ","130%","SNAP","185%","Other Nutrition Program","53.5%","13.0%","33.5%","17.6%","  270 ","81%","19%","$2.72","$482,000.00"
"54019","WV","Fayette County, West Virginia","15.8%","  7,180 ","130%","SNAP","185%","Other Nutrition Program","56.6%","21.7%","21.7%","22.4%","  2,120 ","79%","21%","$2.71","$3,489,000.00"
"54021","WV","Gilmer County, West Virginia","17.2%","  1,490 ","130%","SNAP","185%","Other Nutrition Program","47.9%","10.6%","41.4%","24.7%","  300 ","77%","23%","$2.72","$727,000.00"
"54023","WV","Grant County, West Virginia","13.7%","  1,620 ","130%","SNAP","185%","Other Nutrition Program","53.3%","23.9%","22.8%","20.2%","  480 ","84%","16%","$2.90","$843,000.00"
"54025","WV","Greenbrier County, West Virginia","14.5%","  5,170 ","130%","SNAP","185%","Other Nutrition Program","57.6%","18.2%","24.2%","20.5%","  1,440 ","79%","21%","$2.86","$2,652,000.00"
"54027","WV","Hampshire County, West Virginia","16.4%","  3,870 ","130%","SNAP","185%","Other Nutrition Program","60.2%","25.0%","14.8%","21.8%","  1,050 ","79%","21%","$2.81","$1,950,000.00"
"54029","WV","Hancock County, West Virginia","14.5%","  4,380 ","130%","SNAP","185%","Other Nutrition Program","50.1%","18.9%","31.0%","22.5%","  1,350 ","72%","28%","$2.80","$2,195,000.00"
"54031","WV","Hardy County, West Virginia","13.1%","  1,830 ","130%","SNAP","185%","Other Nutrition Program","58.2%","30.2%","11.6%","19.0%","  540 ","88%","12%","$2.97","$975,000.00"
"54033","WV","Harrison County, West Virginia","13.6%","  9,370 ","130%","SNAP","185%","Other Nutrition Program","49.1%","17.3%","33.5%","19.8%","  2,950 ","64%","36%","$2.68","$4,498,000.00"
"54035","WV","Jackson County, West Virginia","13.8%","  4,050 ","130%","SNAP","185%","Other Nutrition Program","54.7%","14.8%","30.5%","20.8%","  1,340 ","68%","32%","$2.73","$1,981,000.00"
"54037","WV","Jefferson County, West Virginia","10.8%","  5,950 ","130%","SNAP","185%","Other Nutrition Program","44.9%","15.9%","39.2%","14.4%","  1,840 ","58%","42%","$2.93","$3,128,000.00"
"54039","WV","Kanawha County, West Virginia","14.2%","  27,000 ","130%","SNAP","185%","Other Nutrition Program","49.4%","16.6%","34.0%","20.0%","  7,800 ","65%","35%","$2.78","$13,447,000.00"
"54041","WV","Lewis County, West Virginia","15.8%","  2,600 ","130%","SNAP","185%","Other Nutrition Program","57.9%","15.4%","26.7%","24.4%","  840 ","74%","26%","$2.77","$1,290,000.00"
"54043","WV","Lincoln County, West Virginia","17.7%","  3,810 ","130%","SNAP","185%","Other Nutrition Program","64.1%","10.1%","25.8%","27.9%","  1,350 ","78%","22%","$3.21","$2,195,000.00"
"54045","WV","Logan County, West Virginia","17.0%","  6,070 ","130%","SNAP","185%","Other Nutrition Program","57.0%","16.4%","26.7%","23.4%","  1,740 ","69%","32%","$2.69","$2,926,000.00"
"54047","WV","McDowell County, West Virginia","22.3%","  4,650 ","130%","SNAP","185%","Other Nutrition Program","69.0%","12.1%","18.9%","32.1%","  1,300 ","78%","22%","$2.65","$2,209,000.00"
"54049","WV","Marion County, West Virginia","13.8%","  7,850 ","130%","SNAP","185%","Other Nutrition Program","49.8%","15.5%","34.7%","20.1%","  2,300 ","64%","36%","$3.09","$4,351,000.00"
"54051","WV","Marshall County, West Virginia","13.4%","  4,350 ","130%","SNAP","185%","Other Nutrition Program","46.7%","22.4%","30.9%","19.3%","  1,270 ","66%","34%","$2.91","$2,272,000.00"
"54053","WV","Mason County, West Virginia","14.8%","  4,040 ","130%","SNAP","185%","Other Nutrition Program","56.2%","21.5%","22.3%","22.9%","  1,320 ","75%","25%","$2.80","$2,031,000.00"
"54055","WV","Mercer County, West Virginia","16.3%","  10,090 ","130%","SNAP","185%","Other Nutrition Program","59.4%","17.8%","22.8%","23.6%","  3,020 ","71%","30%","$2.79","$5,052,000.00"
"54057","WV","Mineral County, West Virginia","16.4%","  4,560 ","130%","SNAP","185%","Other Nutrition Program","53.2%","27.1%","19.7%","19.9%","  1,130 ","81%","19%","$2.85","$2,327,000.00"
"54059","WV","Mingo County, West Virginia","19.4%","  5,040 ","130%","SNAP","185%","Other Nutrition Program","60.9%","15.2%","23.9%","28.6%","  1,640 ","74%","26%","$3.06","$2,766,000.00"
"54061","WV","Monongalia County, West Virginia","15.9%","  16,120 ","130%","SNAP","185%","Other Nutrition Program","53.7%","10.1%","36.2%","16.0%","  2,600 ","60%","40%","$2.95","$8,532,000.00"
